dataFileHandleId,feat1
17319840,0
17287078,1
17295271,1
17295273,1
17319850,0
17287084,1
17295277,1
17283984,1
17295279,1
17287088,1
17283985,1
17311667,1
17311669,0
17287094,0
17295286,1
17328059,1
17295292,1
17311677,0
17328063,0
17295296,0
17319872,0
17311682,1
17303493,0
17295302,0
17328071,0
17311688,0
17303495,0
17319879,1
17303499,1
17311692,1
17328077,1
17303501,1
17319887,1
17295314,1
17303507,0
17295316,1
17328085,1
17319895,0
17311704,1
17303513,0
17295322,1
17311707,1
17303518,0
17328095,0
17295328,1
17295332,1
17311716,1
17303524,0
17311720,1
17295339,0
17287148,0
17287150,0
17303535,0
17287153,1
17303538,1
17328115,0
17287156,1
17328116,1
17303544,1
17287162,1
17328125,0
17303550,0
17287168,1
17303554,1
17287172,0
17328132,1
17303560,1
17287178,1
17287190,1
17287192,1
17287200,0
17287208,0
17319979,1
17287213,0
17295406,0
17319982,1
17295408,1
17311794,0
17295412,0
17311796,0
17287222,1
17295414,0
17311800,0
17319988,1
17311802,1
17319991,1
17295420,1
17303615,1
17311808,0
17303617,1
17295426,0
17319999,1
17295429,1
17311813,0
17303622,1
17303624,1
17320008,1
17295436,1
17303630,1
17311825,1
17311827,0
17328212,0
17328213,0
17303636,0
17295448,1
17311833,1
17295450,1
17328218,1
17328220,0
17311837,1
17303640,0
17303646,1
17320028,0
17320030,1
17295458,0
17328229,1
17320038,0
17295464,1
17295468,0
17328237,1
17303660,0
17303662,0
17320046,1
17295473,1
17303668,1
17303674,0
17328253,0
17303678,0
17287295,0
17328255,1
17287297,1
17303683,1
17328262,1
17287303,0
17287305,1
17328268,1
17287313,0
17311892,0
17311894,1
17287321,0
17311898,1
17311899,1
17287327,1
17311906,0
17311910,1
17287337,1
17295529,0
17295531,1
17295535,1
17295537,1
17311922,1
17311924,0
17295543,0
17287354,1
17311930,1
17303740,1
17287357,0
17295549,0
17311934,0
17303742,0
17295553,1
17303745,1
17320130,1
17303748,1
17287366,1
17295559,1
17328327,0
17320134,1
17328330,1
17320139,0
17303756,0
17287374,0
17328335,1
17320142,1
17328338,1
17295571,0
17287380,1
17295573,0
17303762,0
17303766,0
17328344,1
17320150,1
17295579,0
17287388,1
17328348,1
17303772,0
17320158,0
17295585,1
17295589,0
17303784,1
17328361,1
17303786,1
17295595,0
17328363,0
17303792,0
17328369,1
17320178,0
17320180,1
17311990,1
17328375,1
17311992,1
17303798,1
17303802,1
17311996,0
17311998,0
17303807,1
17320190,0
17312004,0
17312008,1
17320200,1
17312020,0
17312022,1
17312029,0
17295649,1
17312033,0
17295651,1
17295655,0
17287465,0
17295657,0
17287468,1
17295663,0
17287474,1
17287476,1
17295669,1
17303862,1
17303864,1
17295673,0
17287484,1
17303868,0
17303869,0
17295679,0
17287492,1
17303876,1
17328455,1
17287498,1
17328458,1
17295692,1
17303882,1
17295694,1
17303885,0
17328464,1
17287505,1
17295700,0
17328469,0
17303892,0
17312087,1
17312089,0
17295706,0
17312093,0
17295710,0
17312095,1
17328479,1
17303905,1
17320288,0
17287523,1
17295716,1
17287525,1
17312100,1
17303907,0
17320296,0
17312105,1
17328490,1
17303913,1
17287535,0
17303919,1
17303924,1
17312117,0
17287542,1
17312118,0
17303930,1
17320315,1
17287548,1
17312125,1
17328510,0
17312129,0
17328513,1
17287556,1
17328522,1
17320336,1
17328530,0
17295769,0
17295772,1
17295776,0
17295778,0
17320355,1
17295784,0
17295790,0
17303984,0
17303986,0
17295795,0
17303990,0
17303991,1
17295801,0
17312185,1
17312187,0
17303997,1
17312191,0
17312193,1
17295812,1
17304004,1
17295814,0
17312199,0
17304008,0
17312203,0
17295820,1
17287630,0
17304014,0
17295826,0
17287634,1
17295831,0
17287639,1
17312217,0
17287642,0
17312219,1
17304025,1
17295837,1
17304028,0
17312225,1
17328609,1
17287650,0
17304034,1
17312229,0
17328613,0
17304039,1
17328617,0
17287658,1
17304044,1
17328622,1
17287663,1
17304050,1
17328630,1
17287670,0
17328634,1
17287685,1
17328649,1
17287689,1
17328651,1
17287698,1
17295891,0
17295893,1
17295897,0
17287706,0
17295899,1
17312284,1
17328668,1
17312286,0
17287712,1
17295905,0
17312290,1
17328673,0
17312292,1
17320480,0
17295912,0
17287720,0
17312298,0
17304107,1
17295916,0
17304109,0
17312302,0
17320489,1
17295922,1
17304114,1
17304116,1
17320501,0
17304122,1
17312315,1
17312317,0
17320509,0
17295935,1
17304128,1
17295937,0
17312323,1
17304132,0
17295943,0
17312327,0
17304138,0
17295949,1
17295953,0
17320529,0
17304150,1
17295959,1
17304151,0
17320541,0
17304158,0
17328737,0
17328738,0
17304164,1
17320549,0
17304168,0
17328746,0
17328748,1
17304176,1
17328756,1
17328764,1
17312382,0
17312384,1
17287810,1
17312387,1
17287812,0
17312390,0
17287818,1
17312396,1
17287820,1
17296014,1
17328782,0
17296016,1
17312400,1
17328784,1
17287828,0
17296021,0
17296024,0
17328792,0
17312412,1
17287837,0
17296030,1
17312414,1
17328800,1
17287842,1
17312420,0
17296037,1
17312424,0
17287850,1
17296044,0
17320625,1
17296050,0
17304245,1
17304247,1
17320633,0
17287866,1
17304251,0
17287869,1
17296062,0
17304253,0
17296064,1
17304259,1
17296070,1
17287879,0
17284142,1
17304265,0
17296075,0
17287885,0
17304269,1
17320653,0
17296080,1
17287889,1
17304275,0
17296086,1
17287895,0
17312479,1
17304287,1
17312481,0
17304289,0
17320673,0
17312485,1
17312487,0
17304296,1
17312491,0
17304303,0
17312499,0
17304307,1
17320692,1
17304313,0
17312511,1
17312514,1
17312518,1
17328902,1
17328904,1
17328910,1
17287950,0
17287952,1
17328913,0
17312532,0
17287956,1
17287958,0
17328920,0
17296154,1
17296156,0
17287965,1
17328927,0
17296160,0
17296162,1
17287973,0
17296168,0
17287979,0
17296174,1
17287985,0
17296178,0
17328946,1
17304370,0
17328949,0
17304372,1
17296184,1
17304376,1
17304378,1
17328957,0
17287997,1
17287998,0
17304384,1
17328964,0
17296197,1
17288005,1
17296199,0
17304390,0
17320773,1
17304394,1
17288012,0
17296205,0
17320782,0
17288016,0
17304400,0
17296210,0
17288021,1
17296216,1
17320794,0
17304412,0
17312605,0
17304414,0
17296223,1
17312607,0
17320802,1
17312611,0
17304420,0
17312613,0
17312617,0
17304426,1
17304430,0
17304436,0
17320821,0
17312630,1
17312639,0
17312642,1
17316744,0
17312648,0
17320842,0
17288079,1
17288081,1
17329042,1
17296276,1
17312660,0
17329044,1
17296279,0
17288085,1
17288087,0
17329050,1
17296284,1
17329052,0
17296286,1
17288094,0
17288099,1
17296292,1
17329062,1
17288104,1
17296298,0
17304490,0
17304492,0
17329069,1
17296302,0
17288110,1
17304495,0
17304498,1
17296308,1
17304504,1
17288122,0
17288124,1
17329087,1
17296320,0
17304511,0
17296322,1
17329090,0
17288130,1
17304515,1
17296328,0
17288137,0
17329098,0
17312715,1
17304521,0
17312717,1
17296334,0
17288141,1
17312721,1
17296338,0
17312723,1
17329106,1
17288147,0
17304533,0
17296344,0
17304535,0
17312730,1
17320923,1
17304541,1
17312739,0
17304548,1
17320934,0
17304552,0
17312749,0
17304558,0
17312753,1
17312757,0
17320954,1
17312767,1
17288202,1
17288204,1
17296397,1
17320974,1
17296400,0
17288208,0
17288210,1
17296404,1
17296406,0
17329175,0
17288216,1
17329177,1
17296412,1
17329181,1
17288222,0
17329183,1
17288225,1
17296418,1
17296422,0
17329191,1
17304614,0
17288233,0
17304617,0
17296428,0
17304622,1
17329199,0
17304624,1
17288245,0
17304630,0
17288247,0
17296440,0
17296442,1
17312826,0
17312828,1
17288253,0
17304636,0
17312832,1
17304640,0
17296450,1
17312834,1
17329220,1
17288259,1
17312838,1
17329222,0
17296456,0
17288263,0
17304646,1
17296460,0
17288269,0
17312846,0
17296466,0
17329234,0
17304661,1
17312856,0
17312857,1
17329240,0
17304664,1
17312862,0
17304670,1
17304676,1
17312870,1
17304680,0
17304687,0
17321078,1
17321088,0
17288324,0
17288326,1
17296522,0
17288330,1
17296524,1
17288332,1
17296528,1
17296530,1
17288338,0
17321106,0
17288344,1
17296537,0
17312922,1
17288347,0
17312924,1
17296543,1
17312928,0
17312930,1
17296547,1
17288354,1
17312934,0
17321127,0
17296553,0
17329321,1
17329323,1
17304744,1
17312942,1
17288366,0
17288368,0
17329329,1
17304746,0
17304750,1
17329332,1
17296565,1
17288374,1
17296567,1
17312952,0
17304752,1
17312954,1
17304758,0
17329340,1
17288380,0
17296574,0
17312958,0
17288384,0
17304764,1
17304768,1
17321152,1
17296580,1
17329348,1
17312966,0
17288390,0
17296584,1
17304774,1
17296589,0
17304788,0
17329366,0
17304790,0
17329369,1
17304796,0
17304802,0
17304806,1
17304812,1
17288446,1
17288448,0
17313027,0
17296644,0
17288452,1
17296646,1
17288456,1
17313033,0
17296650,1
17296652,1
17313037,0
17313039,0
17288463,1
17296658,1
17321236,0
17288469,0
17321238,0
17313047,0
17296665,1
17288473,1
17321243,0
17296668,1
17321245,0
17288479,1
17313057,1
17296675,0
17304868,0
17321251,0
17304871,1
17321258,1
17313067,0
17304875,0
17313069,0
17304877,1
17288491,1
17296688,0
17313073,0
17296690,0
17304883,1
17288492,0
17288499,1
17296696,0
17313081,0
17304889,1
17329464,1
17329467,1
17304893,1
17296702,0
17288505,1
17329472,0
17288510,0
17296706,1
17304899,1
17329474,0
17288516,0
17321277,0
17321287,1
17296712,1
17329480,0
17329486,0
17321295,1
17304912,1
17304915,0
17304920,1
17304927,0
17329503,0
17329506,1
17304931,1
17304937,0
17329514,0
17313142,0
17313150,0
17296771,0
17313156,1
17296773,1
17288581,0
17288583,0
17296777,0
17296779,1
17288588,1
17288590,0
17296785,1
17288596,0
17313174,1
17296791,0
17296794,1
17288602,0
17313180,1
17288606,0
17296801,0
17288612,1
17296812,1
17321389,1
17305007,1
17296816,0
17305009,1
17288624,0
17288626,0
17321391,1
17321395,0
17305014,0
17296823,0
17305016,1
17288632,1
17321397,1
17296829,1
17305022,1
17288638,1
17321406,1
17296833,1
17288641,1
17329603,1
17305028,0
17321412,0
17329606,1
17296839,1
17305032,0
17288648,1
17329612,1
17305038,1
17329614,1
17329622,1
17321432,0
17305051,0
17321435,1
17305053,1
17313246,0
17329630,0
17305059,0
17321444,0
17313254,1
17305065,1
17313260,0
17305069,1
17321452,1
17305075,1
17329651,1
17329654,1
17329662,1
17313279,0
17288702,0
17288704,0
17288708,0
17313285,1
17329670,1
17288709,0
17296905,0
17296907,1
17288716,1
17296911,1
17296913,1
17288722,1
17288726,0
17296919,1
17296924,1
17288732,1
17296928,0
17296935,0
17305128,0
17288745,0
17305131,0
17288747,0
17305135,1
17305137,1
17288753,0
17296947,0
17296949,0
17305143,1
17288759,1
17296955,1
17288763,0
17305149,1
17296961,0
17305153,1
17288769,1
17313348,0
17296965,0
17313350,1
17305159,0
17321538,1
17321540,0
17313354,1
17296971,0
17313356,1
17321546,1
17321548,1
17313360,0
17305171,1
17305173,1
17313368,0
17321560,0
17329754,0
17305179,0
17329757,0
17313377,0
17305185,1
17329761,1
17313380,0
17329762,0
17305189,1
17321570,0
17313384,0
17329769,0
17305195,0
17329773,0
17313393,1
17321588,1
17321591,1
17329786,1
17288826,1
17329788,1
17288829,1
17321600,0
17297025,1
17329794,0
17297027,1
17288833,0
17288835,1
17329798,0
17297032,0
17288841,0
17297034,0
17321608,1
17288847,1
17297040,1
17288851,0
17297046,1
17288857,1
17297050,1
17297056,1
17305253,0
17305254,0
17288869,1
17288871,0
17305258,0
17297068,1
17305261,1
17297070,0
17288877,1
17313457,0
17288882,1
17305267,0
17313461,1
17297077,0
17288887,1
17313465,1
17305273,1
17313467,0
17297083,0
17305277,0
17288894,0
17313471,0
17297087,1
17305283,1
17297092,1
17313479,1
17329863,0
17329865,1
17305295,1
17329872,0
17313489,1
17305297,0
17313491,0
17329875,0
17321680,0
17321683,1
17313495,1
17305303,0
17321689,0
17321691,1
17329884,0
17305309,0
17313502,1
17305312,0
17329892,1
17321701,1
17305319,1
17321710,1
17329909,1
17288949,1
17329911,1
17288951,0
17288955,0
17288957,0
17329920,1
17297153,0
17321730,1
17297155,1
17288963,0
17321732,1
17329927,0
17297159,0
17297161,0
17288969,1
17321739,1
17288972,0
17321745,0
17288979,1
17313556,1
17313558,1
17313562,0
17313564,0
17305374,0
17313568,1
17305377,1
17288992,1
17288994,1
17305381,1
17305383,0
17289000,0
17313577,0
17289006,1
17305391,0
17313586,0
17289010,0
17305397,0
17313590,0
17289016,1
17305401,1
17313594,1
17305407,1
17313602,0
17305419,0
17305421,1
17305427,1
17330005,0
17330007,1
17321816,0
17321819,1
17305437,0
17330014,1
17330016,0
17321830,0
17330025,0
17302288,1
17321833,1
17284378,0
17330030,0
17289072,0
17289073,1
17280885,0
17289078,1
17313655,1
17289080,0
17321846,0
17313658,0
17280887,1
17321852,1
17289085,0
17313662,0
17330047,1
17313664,1
17280891,0
17330050,0
17280893,1
17289092,1
17313669,0
17280897,0
17289096,0
17280904,1
17330058,1
17289101,0
17313678,0
17321871,0
17280911,0
17330065,1
17280915,1
17321875,1
17313688,1
17313690,1
17289114,0
17305500,0
17289116,0
17313694,0
17305503,1
17321883,0
17280929,0
17289122,1
17305507,0
17321892,0
17305509,0
17313702,0
17280931,1
17289128,0
17280935,0
17305515,0
17289132,1
17280943,1
17305522,1
17289138,1
17280949,0
17305528,0
17280953,0
17305535,0
17284395,0
17305547,1
17305549,0
17305555,0
17305561,1
17313754,0
17313756,1
17305565,0
17313760,0
17313762,1
17313765,1
17330149,0
17289191,1
17330152,0
17289194,0
17289197,1
17313774,0
17330158,1
17289200,1
17330160,0
17321973,1
17289206,0
17313784,0
17330168,0
17313786,1
17289211,1
17321976,0
17281019,1
17313790,0
17330175,1
17289216,1
17321982,0
17321984,0
17281021,1
17281025,1
17281027,0
17289222,0
17313798,1
17281032,0
17321994,0
17281040,1
17289234,1
17330194,0
17289236,0
17330197,0
17322003,1
17281046,0
17281049,0
17289242,0
17305626,0
17330204,1
17305628,0
17289248,0
17305632,1
17305634,0
17289252,1
17330212,0
17322022,0
17322023,0
17305640,0
17289257,1
17281062,0
17281064,1
17305646,1
17281070,0
17305650,1
17322034,0
17281079,1
17322040,0
17305657,0
17313852,1
17313854,0
17281087,0
17313858,0
17313860,1
17305669,0
17281094,1
17313864,0
17305672,0
17305678,0
17313872,1
17305684,1
17305688,1
17313882,0
17313884,0
17305695,0
17313888,1
17313896,1
17289327,0
17289330,0
17330293,0
17289334,0
17330295,1
17289336,1
17330301,0
17289343,1
17330303,0
17289349,0
17330312,0
17289353,1
17330317,1
17289359,1
17322129,0
17281170,1
17322133,1
17281174,0
17281178,1
17289371,1
17322139,0
17289373,0
17281180,0
17313951,1
17330336,0
17313953,1
17305761,0
17289379,1
17330339,1
17313957,1
17305763,0
17313959,1
17305766,0
17289385,0
17305769,0
17313963,1
17330347,0
17289389,0
17281198,0
17305775,1
17322151,0
17322156,1
17281186,0
17289395,0
17313971,0
17330356,0
17305782,0
17281207,1
17305786,0
17281204,1
17322172,1
17313981,0
17313982,1
17322174,0
17305792,0
17313987,0
17281221,0
17322183,0
17281223,1
17313995,0
17281228,0
17305807,1
17322191,1
17305809,1
17281237,0
17305815,1
17281243,0
17305821,0
17281247,0
17305825,1
17305831,0
17289449,0
17289451,1
17289455,0
17289457,1
17289462,0
17289469,1
17289473,1
17314050,0
17314052,1
17289479,0
17314056,1
17314058,0
17314062,1
17289493,0
17314070,0
17289495,0
17289501,0
17305887,0
17305888,0
17314081,0
17289507,1
17314083,1
17305893,0
17289511,0
17314087,1
17305895,0
17281322,0
17289517,0
17305901,1
17314095,0
17281325,0
17305907,0
17281334,0
17305911,1
17322297,1
17281338,1
17322299,0
17305917,0
17281343,0
17322305,1
17322308,0
17317037,1
17305929,1
17305931,1
17322318,0
17281359,1
17305937,0
17305943,0
17322330,0
17305947,1
17281372,0
17281377,1
17305954,0
17289571,0
17289573,1
17314151,1
17289577,0
17314153,1
17289579,0
17314157,1
17322349,1
17314159,0
17322352,0
17289585,1
17289591,0
17314167,1
17322360,0
17289595,0
17314172,0
17281407,1
17322368,1
17289601,0
17281410,1
17314184,0
17281416,0
17314187,0
17289613,1
17289615,1
17314194,0
17289621,0
17314198,0
17281431,1
17306010,0
17289627,0
17306012,0
17289631,1
17306016,0
17281441,1
17306018,0
17289637,0
17281447,1
17306024,1
17306031,0
17306034,0
17306041,0
17306053,1
17306055,0
17306061,0
17314254,1
17314256,0
17306067,0
17314259,1
17314262,1
17306071,0
17289691,1
17314267,0
17306077,0
17289694,1
17322460,0
17314272,0
17289697,0
17322463,0
17289700,1
17322469,0
17322473,1
17289706,1
17314284,0
17314286,1
17289712,0
17322481,0
17289716,0
17314292,0
17314296,0
17289722,0
17322491,0
17289734,0
17289736,1
17281543,0
17281547,0
17322508,0
17289742,1
17322510,0
17281554,0
17306131,0
17289748,0
17306133,0
17322518,1
17281558,1
17289752,0
17306137,1
17306139,0
17322524,1
17281565,1
17289759,1
